plot_name,latitude,longitude,commodity,annual_spend_eur,plot_geojson,plot_area_ha,region,country,irrigation_status
ADM - Iowa Maize Plot 039,41.469748,-93.238462,Maize,2186000,"{""type"":""Polygon"",""coordinates"":[[[-93.238462,41.469748],[-93.231023,41.469748],[-93.231023,41.477332],[-93.238462,41.477332],[-93.238462,41.469748]]]}",,Iowa,US,mixed
Cargill Grains - Mato Grosso Maize Plot 040,-13.105338,-55.528744,Maize,812000,,0.66,Mato Grosso,BR,rain_fed
Bunge - Mato Grosso Maize Plot 041,-13.009196,-55.059161,Maize,712000,,1.2,Mato Grosso,BR,mixed
Cargill Grains - Nebraska Maize Plot 042,41.147015,-98.963199,Maize,1959000,,2.98,Nebraska,US,rain_fed
LDC - Mato Grosso Maize Plot 043,-13.66671,-55.589801,Maize,387000,,1.58,Mato Grosso,BR,rain_fed
LDC - Buenos Aires Maize Plot 044,-32.883981,-62.327846,Maize,1797000,,3.79,Buenos Aires,AR,irrigated
COFCO - Cherkasy Maize Plot 045,49.074106,31.125927,Maize,1124000,"{""type"":""Polygon"",""coordinates"":[[[31.125927,49.074106],[31.135465,49.074106],[31.135465,49.079489],[31.125927,49.079489],[31.125927,49.074106]]]}",,Cherkasy,UA,mixed
COFCO - Iowa Maize Plot 046,41.752565,-93.46107,Maize,128000,,0.91,Iowa,US,mixed
Cargill Grains - Iowa Maize Plot 047,42.337202,-93.246183,Maize,1415000,,3.8,Iowa,US,mixed
LDC - Iowa Maize Plot 048,41.762195,-93.58949,Maize,1578000,,2.16,Iowa,US,irrigated
Cargill Grains - Mato Grosso Maize Plot 049,-13.322002,-55.951527,Maize,1754000,,3.08,Mato Grosso,BR,irrigated
ADM - Nebraska Maize Plot 050,41.08583,-98.871645,Maize,2330000,,0.67,Nebraska,US,rain_fed
Cargill Grains - Nebraska Maize Plot 051,41.030397,-98.505388,Maize,2178000,"{""type"":""Polygon"",""coordinates"":[[[-98.505388,41.030397],[-98.497715,41.030397],[-98.497715,41.037959],[-98.505388,41.037959],[-98.505388,41.030397]]]}",,Nebraska,US,rain_fed
Bunge - Buenos Aires Maize Plot 052,-33.376845,-61.71257,Maize,2009000,,2.1,Buenos Aires,AR,irrigated
LDC - Aquitaine Maize Plot 053,44.34599,-0.17673,Maize,921000,,1.29,Aquitaine,FR,rain_fed
COFCO - Mato Grosso Maize Plot 054,-13.879863,-54.960226,Maize,1373000,,3.27,Mato Grosso,BR,rain_fed
Bunge - Aquitaine Maize Plot 055,44.145308,0.543639,Maize,945000,,1.17,Aquitaine,FR,mixed
LDC - Aquitaine Maize Plot 056,44.25745,-0.3813,Maize,882000,,1.79,Aquitaine,FR,irrigated
LDC - Iowa Maize Plot 057,42.322628,-94.014117,Maize,594000,"{""type"":""Polygon"",""coordinates"":[[[-94.014117,42.322628],[-94.005429,42.322628],[-94.005429,42.328567],[-94.014117,42.328567],[-94.014117,42.322628]]]}",,Iowa,US,mixed
Bunge - Aquitaine Maize Plot 058,43.781847,0.448943,Maize,530000,,1.86,Aquitaine,FR,rain_fed
Cargill Grains - Buenos Aires Maize Plot 059,-32.929979,-61.944711,Maize,2046000,,0.58,Buenos Aires,AR,mixed
LDC - Aquitaine Maize Plot 060,44.334562,0.432352,Maize,134000,,2.74,Aquitaine,FR,rain_fed
Bunge - Buenos Aires Maize Plot 061,-32.567386,-61.886208,Maize,792000,,1.99,Buenos Aires,AR,rain_fed
ADM - Aquitaine Maize Plot 062,44.214884,0.492977,Maize,1806000,,1.76,Aquitaine,FR,mixed
ADM - Buenos Aires Maize Plot 063,-33.511355,-62.307402,Maize,314000,"{""type"":""Polygon"",""coordinates"":[[[-62.307402,-33.511355],[-62.301779,-33.511355],[-62.301779,-33.505611],[-62.307402,-33.505611],[-62.307402,-33.511355]]]}",,Buenos Aires,AR,rain_fed
COFCO - Iowa Maize Plot 064,41.996822,-93.666017,Maize,1613000,,1.18,Iowa,US,rain_fed
Cargill Grains - Aquitaine Maize Plot 065,43.673255,-0.116668,Maize,2300000,,0.54,Aquitaine,FR,rain_fed
LDC - Cherkasy Maize Plot 066,49.391163,31.43628,Maize,298000,,2.86,Cherkasy,UA,mixed
LDC - Buenos Aires Maize Plot 067,-33.423047,-62.116298,Maize,1363000,,2.62,Buenos Aires,AR,irrigated
Bunge - Aquitaine Maize Plot 068,44.521858,-0.491748,Maize,856000,,2.14,Aquitaine,FR,irrigated
Bunge - Buenos Aires Maize Plot 069,-33.534576,-62.332832,Maize,1565000,"{""type"":""Polygon"",""coordinates"":[[[-62.332832,-33.534576],[-62.327131,-33.534576],[-62.327131,-33.528233],[-62.332832,-33.528233],[-62.332832,-33.534576]]]}",,Buenos Aires,AR,irrigated
COFCO - Iowa Maize Plot 070,41.904294,-93.307986,Maize,1174000,,3.29,Iowa,US,irrigated
ADM - Aquitaine Maize Plot 071,44.117382,0.378666,Maize,2271000,,0.58,Aquitaine,FR,rain_fed
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 001,14.568251,102.386692,Cane sugar,243000,,3.6,Nakhon Ratchasima,TH,irrigated
EID Parry - Nakhon Ratchasima Cane sugar Plot 002,14.648529,102.076477,Cane sugar,901000,,2.51,Nakhon Ratchasima,TH,irrigated
Wilmar Sugar - Queensland Cane sugar Plot 003,-19.736193,147.167062,Cane sugar,1044000,,2.65,Queensland,AU,irrigated
Wilmar Sugar - Maharashtra Cane sugar Plot 004,19.631416,74.614606,Cane sugar,1088000,"{""type"":""Polygon"",""coordinates"":[[[74.614606,19.631416],[74.618337,19.631416],[74.618337,19.635546],[74.614606,19.635546],[74.614606,19.631416]]]}",,Maharashtra,IN,irrigated
Wilmar Sugar - Sao Paulo Cane sugar Plot 005,-21.792144,-48.655499,Cane sugar,2070000,,2.49,Sao Paulo,BR,irrigated
Copersucar - Uttar Pradesh Cane sugar Plot 006,27.128317,79.665465,Cane sugar,169000,,1.76,Uttar Pradesh,IN,irrigated
Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 007,15.021776,102.242324,Cane sugar,492000,,1.51,Nakhon Ratchasima,TH,irrigated
Raizen - Nakhon Ratchasima Cane sugar Plot 008,15.233047,102.292147,Cane sugar,1856000,,2.91,Nakhon Ratchasima,TH,irrigated
Copersucar - Nakhon Ratchasima Cane sugar Plot 009,14.710288,102.364334,Cane sugar,2513000,,1.45,Nakhon Ratchasima,TH,irrigated
Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 010,14.55185,102.357764,Cane sugar,239000,"{""type"":""Polygon"",""coordinates"":[[[102.357764,14.55185],[102.36422,14.55185],[102.36422,14.557532],[102.357764,14.557532],[102.357764,14.55185]]]}",,Nakhon Ratchasima,TH,irrigated
Mitr Phol - Sao Paulo Cane sugar Plot 011,-21.056328,-48.929118,Cane sugar,2724000,,0.47,Sao Paulo,BR,irrigated
Wilmar Sugar - Maharashtra Cane sugar Plot 012,19.312738,74.920771,Cane sugar,596000,,1.19,Maharashtra,IN,irrigated
EID Parry - Sao Paulo Cane sugar Plot 013,-21.939134,-48.419814,Cane sugar,133000,,2.12,Sao Paulo,BR,irrigated
Wilmar Sugar - Uttar Pradesh Cane sugar Plot 014,27.728033,79.629607,Cane sugar,419000,,3.35,Uttar Pradesh,IN,mixed
Raizen - Nakhon Ratchasima Cane sugar Plot 015,15.302679,102.078732,Cane sugar,877000,,3.36,Nakhon Ratchasima,TH,mixed
Mitr Phol - Sao Paulo Cane sugar Plot 016,-21.379746,-47.969427,Cane sugar,1320000,"{""type"":""Polygon"",""coordinates"":[[[-47.969427,-21.379746],[-47.964708,-21.379746],[-47.964708,-21.374791],[-47.969427,-21.374791],[-47.969427,-21.379746]]]}",,Sao Paulo,BR,irrigated
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 017,14.49742,101.709604,Cane sugar,820000,,3.81,Nakhon Ratchasima,TH,irrigated
Copersucar - Uttar Pradesh Cane sugar Plot 018,28.020345,79.555891,Cane sugar,2458000,,2.78,Uttar Pradesh,IN,irrigated
Copersucar - Maharashtra Cane sugar Plot 019,19.508891,74.100218,Cane sugar,612000,,0.43,Maharashtra,IN,mixed
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 020,14.885788,101.754347,Cane sugar,2516000,,2.39,Nakhon Ratchasima,TH,irrigated
EID Parry - Queensland Cane sugar Plot 021,-19.064074,146.704435,Cane sugar,1501000,,1.55,Queensland,AU,irrigated
Raizen - Maharashtra Cane sugar Plot 022,19.427341,74.813202,Cane sugar,2307000,"{""type"":""Polygon"",""coordinates"":[[[74.813202,19.427341],[74.81882,19.427341],[74.81882,19.43461],[74.813202,19.43461],[74.813202,19.427341]]]}",,Maharashtra,IN,mixed
Raizen - Uttar Pradesh Cane sugar Plot 023,27.27348,80.026351,Cane sugar,1094000,,2.37,Uttar Pradesh,IN,irrigated
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 024,15.223465,101.566506,Cane sugar,1443000,,2.82,Nakhon Ratchasima,TH,irrigated
Copersucar - Maharashtra Cane sugar Plot 025,19.407227,74.491403,Cane sugar,2403000,,3.35,Maharashtra,IN,irrigated
Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 026,15.547079,101.688448,Cane sugar,722000,,2.12,Nakhon Ratchasima,TH,irrigated
Raizen - Maharashtra Cane sugar Plot 027,19.854297,74.623316,Cane sugar,844000,,3.62,Maharashtra,IN,irrigated
Mitr Phol - Sao Paulo Cane sugar Plot 028,-22.044249,-48.626897,Cane sugar,1748000,"{""type"":""Polygon"",""coordinates"":[[[-48.626897,-22.044249],[-48.620754,-22.044249],[-48.620754,-22.039402],[-48.626897,-22.039402],[-48.626897,-22.044249]]]}",,Sao Paulo,BR,irrigated
Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 029,15.137549,102.378647,Cane sugar,796000,,3.69,Nakhon Ratchasima,TH,irrigated
EID Parry - Queensland Cane sugar Plot 030,-18.998709,147.317753,Cane sugar,521000,,3.43,Queensland,AU,irrigated
Mitr Phol - Sao Paulo Cane sugar Plot 031,-21.736131,-48.557317,Cane sugar,1380000,,1.75,Sao Paulo,BR,mixed
Copersucar - Maharashtra Cane sugar Plot 032,19.277565,74.421008,Cane sugar,1808000,,0.44,Maharashtra,IN,irrigated
Copersucar - Queensland Cane sugar Plot 033,-19.419369,146.779348,Cane sugar,2647000,,0.88,Queensland,AU,irrigated
Wilmar Sugar - Maharashtra Cane sugar Plot 034,18.951672,74.382906,Cane sugar,157000,"{""type"":""Polygon"",""coordinates"":[[[74.382906,18.951672],[74.388777,18.951672],[74.388777,18.959042],[74.382906,18.959042],[74.382906,18.951672]]]}",,Maharashtra,IN,irrigated
Raizen - Maharashtra Cane sugar Plot 035,19.817179,73.982611,Cane sugar,2061000,,3.07,Maharashtra,IN,irrigated
Raizen - Sao Paulo Cane sugar Plot 036,-21.744696,-48.80375,Cane sugar,2425000,,0.44,Sao Paulo,BR,irrigated
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 037,14.726428,101.808848,Cane sugar,2615000,,2.38,Nakhon Ratchasima,TH,irrigated
EID Parry - Uttar Pradesh Cane sugar Plot 038,28.002179,79.866048,Cane sugar,1415000,,3.18,Uttar Pradesh,IN,irrigated
Copersucar - Uttar Pradesh Cane sugar Plot 039,27.038719,78.976198,Cane sugar,2534000,,2.56,Uttar Pradesh,IN,irrigated
EID Parry - Uttar Pradesh Cane sugar Plot 040,27.439553,78.956724,Cane sugar,1603000,"{""type"":""Polygon"",""coordinates"":[[[78.956724,27.439553],[78.965025,27.439553],[78.965025,27.445978],[78.956724,27.445978],[78.956724,27.439553]]]}",,Uttar Pradesh,IN,irrigated
EID Parry - Sao Paulo Cane sugar Plot 041,-21.449745,-48.376441,Cane sugar,210000,,2.3,Sao Paulo,BR,irrigated
Copersucar - Nakhon Ratchasima Cane sugar Plot 042,14.450062,101.471491,Cane sugar,684000,,1.77,Nakhon Ratchasima,TH,irrigated
Raizen - Uttar Pradesh Cane sugar Plot 043,27.486262,79.58313,Cane sugar,1911000,,3.38,Uttar Pradesh,IN,irrigated
Raizen - Maharashtra Cane sugar Plot 044,19.445698,74.721145,Cane sugar,1194000,,3.41,Maharashtra,IN,irrigated
Mitr Phol - Uttar Pradesh Cane sugar Plot 045,28.001075,79.907404,Cane sugar,2198000,,3.77,Uttar Pradesh,IN,irrigated
Raizen - Uttar Pradesh Cane sugar Plot 046,27.61252,79.108212,Cane sugar,991000,"{""type"":""Polygon"",""coordinates"":[[[79.108212,27.61252],[79.117281,27.61252],[79.117281,27.618774],[79.108212,27.618774],[79.108212,27.61252]]]}",,Uttar Pradesh,IN,mixed
Raizen - Sao Paulo Cane sugar Plot 047,-21.797917,-48.24635,Cane sugar,536000,,0.39,Sao Paulo,BR,irrigated
Raizen - Uttar Pradesh Cane sugar Plot 048,27.902843,79.24761,Cane sugar,1898000,,3.59,Uttar Pradesh,IN,irrigated
Copersucar - Maharashtra Cane sugar Plot 049,19.185492,74.594566,Cane sugar,442000,,0.37,Maharashtra,IN,irrigated
EID Parry - Uttar Pradesh Cane sugar Plot 050,27.822817,78.982696,Cane sugar,1914000,,0.45,Uttar Pradesh,IN,irrigated
Mitr Phol - Sao Paulo Cane sugar Plot 051,-21.568745,-48.465732,Cane sugar,1808000,,1.47,Sao Paulo,BR,irrigated
Copersucar - Maharashtra Cane sugar Plot 052,18.990041,74.846057,Cane sugar,2441000,"{""type"":""Polygon"",""coordinates"":[[[74.846057,18.990041],[74.850774,18.990041],[74.850774,18.994332],[74.846057,18.994332],[74.846057,18.990041]]]}",,Maharashtra,IN,mixed
EID Parry - Queensland Cane sugar Plot 053,-19.353238,146.690484,Cane sugar,2282000,,3.31,Queensland,AU,irrigated
Copersucar - Sao Paulo Cane sugar Plot 054,-21.997182,-48.229983,Cane sugar,1176000,,0.64,Sao Paulo,BR,mixed
Wilmar Sugar - Queensland Cane sugar Plot 055,-19.778852,147.548155,Cane sugar,1794000,,3.25,Queensland,AU,irrigated
Wilmar Sugar - Maharashtra Cane sugar Plot 056,19.606283,74.993398,Cane sugar,2100000,,1.39,Maharashtra,IN,irrigated
EID Parry - Uttar Pradesh Cane sugar Plot 057,27.57296,79.931224,Cane sugar,2744000,,3.1,Uttar Pradesh,IN,irrigated
Raizen - Maharashtra Cane sugar Plot 058,19.204074,74.770685,Cane sugar,2221000,"{""type"":""Polygon"",""coordinates"":[[[74.770685,19.204074],[74.778002,19.204074],[74.778002,19.211323],[74.770685,19.211323],[74.770685,19.204074]]]}",,Maharashtra,IN,irrigated
EID Parry - Uttar Pradesh Cane sugar Plot 059,27.510448,79.762382,Cane sugar,2506000,,2.88,Uttar Pradesh,IN,irrigated
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 060,14.80108,101.798341,Cane sugar,2682000,,0.32,Nakhon Ratchasima,TH,irrigated
Mitr Phol - Nakhon Ratchasima Cane sugar Plot 061,15.217048,102.144406,Cane sugar,1840000,,2.45,Nakhon Ratchasima,TH,irrigated
Cargill - Nouvelle-Aquitaine Sunflower Plot 001,45.363075,0.750844,Sunflower,149000,,1.46,Nouvelle-Aquitaine,FR,rain_fed
Bunge - Andalucia Sunflower Plot 002,37.688992,-5.010386,Sunflower,1381000,,1.43,Andalucia,ES,rain_fed
Bunge - Braila Sunflower Plot 003,44.406763,26.931299,Sunflower,409000,"{""type"":""Polygon"",""coordinates"":[[[26.931299,44.406763],[26.937144,44.406763],[26.937144,44.411062],[26.931299,44.411062],[26.931299,44.406763]]]}",,Braila,RO,rain_fed
Cargill - Kirovohrad Sunflower Plot 004,48.018742,32.272374,Sunflower,1203000,,1.77,Kirovohrad,UA,rain_fed
Bunge - Nouvelle-Aquitaine Sunflower Plot 005,44.959872,0.305659,Sunflower,395000,,0.75,Nouvelle-Aquitaine,FR,rain_fed
Cargill - Kirovohrad Sunflower Plot 006,49.039183,31.921508,Sunflower,780000,,1.03,Kirovohrad,UA,rain_fed
Kernel - Braila Sunflower Plot 007,44.027191,26.46267,Sunflower,802000,,1.07,Braila,RO,mixed
Kernel - Kirovohrad Sunflower Plot 008,48.467405,32.102954,Sunflower,589000,,2.13,Kirovohrad,UA,rain_fed
Cargill - Kirovohrad Sunflower Plot 009,48.303961,31.603459,Sunflower,325000,"{""type"":""Polygon"",""coordinates"":[[[31.603459,48.303961],[31.611925,48.303961],[31.611925,48.308706],[31.603459,48.308706],[31.603459,48.303961]]]}",,Kirovohrad,UA,rain_fed
Kernel - Nouvelle-Aquitaine Sunflower Plot 010,46.043943,-0.035219,Sunflower,758000,,2.91,Nouvelle-Aquitaine,FR,rain_fed
Bunge - Andalucia Sunflower Plot 011,37.076075,-5.235605,Sunflower,783000,,3.23,Andalucia,ES,rain_fed
Bunge - Braila Sunflower Plot 012,43.964915,26.948784,Sunflower,1059000,,1.27,Braila,RO,rain_fed
ADM - Braila Sunflower Plot 013,44.46841,26.56984,Sunflower,850000,,3.21,Braila,RO,rain_fed
Cargill - La Pampa Sunflower Plot 014,-35.995482,-64.510201,Sunflower,1182000,,2.16,La Pampa,AR,rain_fed
Kernel - Andalucia Sunflower Plot 015,36.956186,-4.53419,Sunflower,173000,"{""type"":""Polygon"",""coordinates"":[[[-4.53419,36.956186],[-4.525294,36.956186],[-4.525294,36.961668],[-4.53419,36.961668],[-4.53419,36.956186]]]}",,Andalucia,ES,rain_fed
LDC - Braila Sunflower Plot 016,44.041893,27.439938,Sunflower,387000,,0.53,Braila,RO,rain_fed
Bunge - La Pampa Sunflower Plot 017,-36.526136,-63.681306,Sunflower,1093000,,3.39,La Pampa,AR,rain_fed
LDC - Nouvelle-Aquitaine Sunflower Plot 018,45.145887,0.732588,Sunflower,557000,,2.6,Nouvelle-Aquitaine,FR,rain_fed
ADM - La Pampa Sunflower Plot 019,-36.254211,-64.296936,Sunflower,1330000,,1.7,La Pampa,AR,rain_fed
Bunge - Braila Sunflower Plot 020,44.794883,27.478645,Sunflower,1156000,,3.05,Braila,RO,rain_fed
Cargill - Kirovohrad Sunflower Plot 021,48.724833,32.230801,Sunflower,1307000,"{""type"":""Polygon"",""coordinates"":[[[32.230801,48.724833],[32.2408,48.724833],[32.2408,48.729804],[32.230801,48.729804],[32.230801,48.724833]]]}",,Kirovohrad,UA,rain_fed
Bunge - Nouvelle-Aquitaine Sunflower Plot 022,45.064316,0.862428,Sunflower,1147000,,2.84,Nouvelle-Aquitaine,FR,rain_fed
ADM - Braila Sunflower Plot 023,44.258387,26.826633,Sunflower,1306000,,3.27,Braila,RO,rain_fed
Kernel - La Pampa Sunflower Plot 024,-35.930632,-63.926839,Sunflower,962000,,0.93,La Pampa,AR,rain_fed
Bunge - La Pampa Sunflower Plot 025,-35.669086,-64.201892,Sunflower,1288000,,1.35,La Pampa,AR,rain_fed
Cargill - Andalucia Sunflower Plot 026,37.877449,-4.989601,Sunflower,683000,,3.42,Andalucia,ES,rain_fed
Kernel - Braila Sunflower Plot 027,44.211917,27.204612,Sunflower,124000,"{""type"":""Polygon"",""coordinates"":[[[27.204612,44.211917],[27.208798,44.211917],[27.208798,44.214988],[27.204612,44.214988],[27.204612,44.211917]]]}",,Braila,RO,rain_fed
ADM - Kirovohrad Sunflower Plot 028,48.068966,31.92604,Sunflower,387000,,3.08,Kirovohrad,UA,rain_fed
LDC - Andalucia Sunflower Plot 029,36.982546,-4.595558,Sunflower,265000,,3.76,Andalucia,ES,rain_fed
ADM - Andalucia Sunflower Plot 030,37.828926,-5.099504,Sunflower,921000,,1.5,Andalucia,ES,rain_fed
Kernel - Kirovohrad Sunflower Plot 031,48.387445,32.169413,Sunflower,888000,,1.79,Kirovohrad,UA,rain_fed
Bunge - Kirovohrad Sunflower Plot 032,48.234099,31.611375,Sunflower,1006000,,2.07,Kirovohrad,UA,rain_fed
Cargill - Nouvelle-Aquitaine Sunflower Plot 033,45.641214,0.693773,Sunflower,382000,"{""type"":""Polygon"",""coordinates"":[[[0.693773,45.641214],[0.699489,45.641214],[0.699489,45.644695],[0.693773,45.644695],[0.693773,45.641214]]]}",,Nouvelle-Aquitaine,FR,rain_fed
LDC - Braila Sunflower Plot 034,44.579572,26.509554,Sunflower,968000,,0.58,Braila,RO,rain_fed
Kernel - Kirovohrad Sunflower Plot 035,48.104178,32.170689,Sunflower,1399000,,1.06,Kirovohrad,UA,rain_fed
Cargill - Kirovohrad Sunflower Plot 036,48.570414,32.166806,Sunflower,65000,,2.01,Kirovohrad,UA,rain_fed
LDC - Braila Sunflower Plot 037,44.846529,26.763118,Sunflower,93000,,3.19,Braila,RO,rain_fed
Cargill - Nouvelle-Aquitaine Sunflower Plot 038,45.781742,0.767699,Sunflower,738000,,3.27,Nouvelle-Aquitaine,FR,rain_fed
Kernel - Braila Sunflower Plot 039,44.635096,27.384715,Sunflower,1209000,"{""type"":""Polygon"",""coordinates"":[[[27.384715,44.635096],[27.390931,44.635096],[27.390931,44.640984],[27.384715,44.640984],[27.384715,44.635096]]]}",,Braila,RO,rain_fed
LDC - Nouvelle-Aquitaine Sunflower Plot 040,45.767358,0.633457,Sunflower,1062000,,1.29,Nouvelle-Aquitaine,FR,rain_fed
Bunge - Nouvelle-Aquitaine Sunflower Plot 041,45.884844,0.186115,Sunflower,1102000,,0.35,Nouvelle-Aquitaine,FR,rain_fed
Cargill - La Pampa Sunflower Plot 042,-36.223285,-64.179417,Sunflower,1147000,,1.58,La Pampa,AR,rain_fed
Cargill - La Pampa Sunflower Plot 043,-35.988433,-63.874845,Sunflower,438000,,3.54,La Pampa,AR,rain_fed
Cargill - Nouvelle-Aquitaine Sunflower Plot 044,45.805435,0.410742,Sunflower,1192000,,0.85,Nouvelle-Aquitaine,FR,rain_fed
Bunge - Kirovohrad Sunflower Plot 045,48.533661,31.886945,Sunflower,1271000,"{""type"":""Polygon"",""coordinates"":[[[31.886945,48.533661],[31.896566,48.533661],[31.896566,48.539951],[31.886945,48.539951],[31.886945,48.533661]]]}",,Kirovohrad,UA,rain_fed
Bunge - Kirovohrad Sunflower Plot 046,48.714755,32.124364,Sunflower,466000,,1.21,Kirovohrad,UA,rain_fed
Kernel - Braila Sunflower Plot 047,45.018636,27.191377,Sunflower,341000,,1.46,Braila,RO,rain_fed
LDC - La Pampa Sunflower Plot 048,-36.403996,-63.829852,Sunflower,442000,,0.92,La Pampa,AR,mixed
LDC - Nouvelle-Aquitaine Sunflower Plot 049,45.354661,0.093798,Sunflower,1208000,,2.58,Nouvelle-Aquitaine,FR,rain_fed
LDC - La Pampa Sunflower Plot 050,-36.153345,-63.59125,Sunflower,730000,,2.1,La Pampa,AR,rain_fed
ADM - Braila Sunflower Plot 051,44.992096,27.090547,Sunflower,100000,"{""type"":""Polygon"",""coordinates"":[[[27.090547,44.992096],[27.098012,44.992096],[27.098012,44.996309],[27.090547,44.996309],[27.090547,44.992096]]]}",,Braila,RO,mixed
Cutrale - Nile Delta Citrus Plot 001,30.038998,30.565782,Citrus,610000,,3.76,Nile Delta,EG,irrigated
Indian River - Valencia Citrus Plot 002,39.366402,-0.564571,Citrus,1334000,,1.52,Valencia,ES,irrigated
Citrosuco - Nile Delta Citrus Plot 003,30.534516,31.200565,Citrus,750000,,3.88,Nile Delta,EG,irrigated
Indian River - Sao Paulo Citrus Plot 004,-21.432185,-48.539445,Citrus,408000,,2.52,Sao Paulo,BR,irrigated
Cutrale - Nile Delta Citrus Plot 005,31.009994,30.919509,Citrus,1472000,,1.77,Nile Delta,EG,mixed
Indian River - Valencia Citrus Plot 006,39.040185,-0.372608,Citrus,1019000,"{""type"":""Polygon"",""coordinates"":[[[-0.372608,39.040185],[-0.365309,39.040185],[-0.365309,39.044817],[-0.372608,39.044817],[-0.372608,39.040185]]]}",,Valencia,ES,irrigated
LoBue - Sao Paulo Citrus Plot 007,-21.462691,-48.677547,Citrus,1043000,,2.31,Sao Paulo,BR,mixed
LoBue - Florida Citrus Plot 008,27.012085,-81.922097,Citrus,666000,,3.85,Florida,US,irrigated
Indian River - Nile Delta Citrus Plot 009,30.442802,30.770884,Citrus,797000,,1.67,Nile Delta,EG,mixed
Citrosuco - Valencia Citrus Plot 010,39.719485,-0.197034,Citrus,408000,,3.19,Valencia,ES,irrigated
Indian River - Valencia Citrus Plot 011,39.87223,-1.00769,Citrus,1155000,,1.21,Valencia,ES,irrigated
Citrosuco - Nile Delta Citrus Plot 012,30.921077,31.067882,Citrus,1439000,"{""type"":""Polygon"",""coordinates"":[[[31.067882,30.921077],[31.074533,30.921077],[31.074533,30.928139],[31.067882,30.928139],[31.067882,30.921077]]]}",,Nile Delta,EG,irrigated
AMC Group - Valencia Citrus Plot 013,39.598595,-0.324041,Citrus,1528000,,2.39,Valencia,ES,irrigated
Citrosuco - Nile Delta Citrus Plot 014,30.049393,30.649298,Citrus,1034000,,1.05,Nile Delta,EG,irrigated
Citrosuco - Nile Delta Citrus Plot 015,30.789535,31.069947,Citrus,1593000,,3.66,Nile Delta,EG,irrigated
AMC Group - Nile Delta Citrus Plot 016,30.367707,31.354859,Citrus,757000,,3.59,Nile Delta,EG,irrigated
AMC Group - Valencia Citrus Plot 017,39.11239,-0.943746,Citrus,1549000,,1.35,Valencia,ES,irrigated
Cutrale - Valencia Citrus Plot 018,39.475269,-0.678559,Citrus,585000,"{""type"":""Polygon"",""coordinates"":[[[-0.678559,39.475269],[-0.670587,39.475269],[-0.670587,39.480725],[-0.678559,39.480725],[-0.678559,39.475269]]]}",,Valencia,ES,irrigated
Cutrale - Sao Paulo Citrus Plot 019,-20.758962,-48.391624,Citrus,354000,,1.38,Sao Paulo,BR,irrigated
Indian River - Sao Paulo Citrus Plot 020,-20.589423,-48.526465,Citrus,359000,,3.41,Sao Paulo,BR,irrigated
Citrosuco - Mpumalanga Citrus Plot 021,-24.961875,30.647365,Citrus,805000,,2.22,Mpumalanga,ZA,irrigated
Cutrale - Sao Paulo Citrus Plot 022,-20.93691,-48.08261,Citrus,1258000,,1.83,Sao Paulo,BR,irrigated
LoBue - Valencia Citrus Plot 023,39.766598,-0.871004,Citrus,391000,,1.1,Valencia,ES,irrigated
AMC Group - Mpumalanga Citrus Plot 024,-25.434222,31.542988,Citrus,164000,"{""type"":""Polygon"",""coordinates"":[[[31.542988,-25.434222],[31.547851,-25.434222],[31.547851,-25.42893],[31.542988,-25.42893],[31.542988,-25.434222]]]}",,Mpumalanga,ZA,mixed
Cutrale - Valencia Citrus Plot 025,39.441704,-0.446955,Citrus,673000,,0.51,Valencia,ES,mixed
Indian River - Florida Citrus Plot 026,27.154669,-81.605983,Citrus,545000,,3.76,Florida,US,irrigated
Cutrale - Mpumalanga Citrus Plot 027,-24.800131,31.361217,Citrus,369000,,0.72,Mpumalanga,ZA,irrigated
LoBue - Mpumalanga Citrus Plot 028,-24.749677,31.475691,Citrus,365000,,1.03,Mpumalanga,ZA,irrigated
AMC Group - Florida Citrus Plot 029,27.148778,-81.233405,Citrus,617000,,2.03,Florida,US,mixed
AMC Group - Valencia Citrus Plot 030,38.942056,-0.432211,Citrus,1494000,"{""type"":""Polygon"",""coordinates"":[[[-0.432211,38.942056],[-0.427812,38.942056],[-0.427812,38.946664],[-0.432211,38.946664],[-0.432211,38.942056]]]}",,Valencia,ES,irrigated
AMC Group - Mpumalanga Citrus Plot 031,-24.89275,31.34445,Citrus,1295000,,2.54,Mpumalanga,ZA,mixed
Indian River - Mpumalanga Citrus Plot 032,-25.182354,31.136807,Citrus,127000,,3.58,Mpumalanga,ZA,irrigated
Cutrale - Valencia Citrus Plot 033,39.302906,-0.19245,Citrus,675000,,0.33,Valencia,ES,irrigated
AMC Group - Mpumalanga Citrus Plot 034,-24.455784,31.081357,Citrus,1438000,,1.14,Mpumalanga,ZA,irrigated
AMC Group - Sao Paulo Citrus Plot 035,-20.68123,-48.618746,Citrus,264000,,0.95,Sao Paulo,BR,mixed
