Plot ID,Supplier / plot name,Commodity,Annual sourcing spend,Contract end,Origin country,Latitude,Longitude
PLOT-00458,Barilla Grani - Foggia Durum wheat Plot 008,Durum wheat,837000.00,2027-12-31,IT,41.424407,15.352863
PLOT-00459,Riceland - Suphan Buri Rice Plot 003,Rice,474000.00,2029-12-31,TH,15.523017,100.448530
PLOT-00460,Copersucar - Maharashtra Cane sugar Plot 052,Cane sugar,2441000.00,2030-12-31,IN,18.992186,74.848416
PLOT-00461,COFCO - Illinois Soybean Plot 027,Soybean,2586000.00,2031-12-31,US,40.250905,-89.103291
PLOT-00462,Cargill Grains - Mato Grosso Soybean Plot 045,Soybean,2705000.00,2029-12-31,BR,-12.691060,-55.854585
PLOT-00463,Riceland - Suphan Buri Rice Plot 002,Rice,1396000.00,2027-12-31,TH,15.404451,100.727060
PLOT-00464,E&J Gallo Sourcing - Barossa Wine grapes Plot 022,Wine grapes,1660000.00,2030-12-31,AU,,
PLOT-00465,Olam Cocoa - San-Pedro Cocoa Plot 002,Cocoa,174000.00,2028-12-31,CI,5.230649,-6.971494
PLOT-00466,Raizen - Big Cane Block (point only),Cane sugar,1400000.00,2032-12-31,BR,,
PLOT-00467,Cargill Cocoa - Daloa Cocoa Plot 022,Cocoa,709000.00,2028-12-31,CI,6.988030,-6.812421
PLOT-00468,Sucafina - Sao Paulo Coffee Plot 039,Coffee,989000.00,2028-12-31,BR,-21.660862,-46.579240
PLOT-00469,Cemoi - Western Cocoa Plot 045,Cocoa,384000.00,2027-12-31,GH,5.489477,-1.898830
PLOT-00470,Amaggi - Cordoba Soybean Plot 066,Soybean,372000.00,2031-12-31,AR,-31.617543,-63.378598
PLOT-00471,Copersucar - Maharashtra Cane sugar Plot 025,Cane sugar,2403000.00,2029-12-31,IN,19.407227,74.491403
PLOT-00472,Viterra - Saskatchewan Wheat Plot 013,Wheat,1937000.00,2027-12-31,CA,,
PLOT-00473,AMC Group - Sao Paulo Citrus Plot 042,Citrus,785000.00,2027-12-31,BR,,
PLOT-00474,Cemoi - Daloa Cocoa Plot 029,Cocoa,593000.00,2031-12-31,CI,7.147222,-6.948031
PLOT-00475,Soufflet Malt - South Australia Barley Plot 026,Barley,726000.00,2027-12-31,AU,-34.064690,138.684238
PLOT-00476,Cargill - Nouvelle-Aquitaine Sunflower Plot 038,Sunflower,738000.00,2028-12-31,FR,45.781742,0.767699
PLOT-00477,Kernel - Braila Sunflower Plot 047,Sunflower,341000.00,2031-12-31,RO,45.018636,27.191377
PLOT-00478,Bunge - Aquitaine Maize Plot 068,Maize,856000.00,2027-12-31,FR,44.521858,-0.491748
PLOT-00479,Cemoi - Daloa Cocoa Plot 055,Cocoa,288000.00,2031-12-31,CI,6.795295,-6.797811
PLOT-00480,EID Parry - Uttar Pradesh Cane sugar Plot 059,Cane sugar,2506000.00,2028-12-31,IN,27.510448,79.762382
PLOT-00481,Touton - Ashanti Cocoa Plot 038,Cocoa,177000.00,2030-12-31,GH,6.196638,-1.326961
PLOT-00482,Cargill - Kirovohrad Sunflower Plot 009,Sunflower,325000.00,2031-12-31,UA,48.306334,31.607692
PLOT-00483,Cemoi - Guayas Cocoa Plot 080,Cocoa,409000.00,2032-12-31,EC,,
PLOT-00484,Borges - Jaen Olive oil Plot 039,Olive oil,178000.00,2028-12-31,ES,38.018839,-3.403445
PLOT-00485,Barry Callebaut - Centre Cocoa Plot 050,Cocoa,114000.00,2028-12-31,CM,4.149115,11.615395
PLOT-00486,GrainCorp - Kansas Wheat Plot 023,Wheat,1815000.00,2031-12-31,US,37.976925,-98.254258
PLOT-00487,Olam Rice - Punjab Rice Plot 018,Rice,1225000.00,2032-12-31,IN,30.903915,75.439730
PLOT-00488,CHO - Alentejo Olive oil Plot 025,Olive oil,860000.00,2032-12-31,PT,38.170311,-8.292913
PLOT-00489,Cemoi - Ashanti Cocoa Plot 046,Cocoa,739000.00,2031-12-31,GH,7.041953,-1.195393
PLOT-00490,CHO - Alentejo Olive oil Plot 038,Olive oil,666000.00,2028-12-31,PT,38.316387,-7.961115
PLOT-00491,LoBue - Mpumalanga Citrus Plot 028,Citrus,365000.00,2028-12-31,ZA,-24.749677,31.475691
PLOT-00492,ADM - Mato Grosso Maize Plot 027,Maize,1473000.00,2030-12-31,BR,-12.965920,-55.948467
PLOT-00493,E&J Gallo Sourcing - Tuscany Wine grapes Plot 021,Wine grapes,1376000.00,2032-12-31,IT,43.508925,11.276267
PLOT-00494,Borges - Jaen Olive oil Plot 026,Olive oil,538000.00,2027-12-31,ES,38.049712,-3.770495
PLOT-00495,Pernod Ricard Vin - Rioja Wine grapes Plot 012,Wine grapes,450000.00,2028-12-31,ES,41.975210,-2.332373
PLOT-00496,Sucafina - Sao Paulo Coffee Plot 080,Coffee,699000.00,2031-12-31,BR,-22.317825,-46.956319
PLOT-00497,Cargill Grains - Iowa Soybean Plot 050,Soybean,2372000.00,2029-12-31,US,42.256559,-93.356381
PLOT-00498,RPAC - Sunraysia Almonds Plot 011,Almonds,1774000.00,2032-12-31,AU,-34.701352,142.177433
PLOT-00499,Olam Cocoa - San-Pedro Cocoa Plot 075,Cocoa,716000.00,2032-12-31,CI,,
PLOT-00500,Touton - Daloa Cocoa Plot 061,Cocoa,95000.00,2031-12-31,CI,7.258192,-6.882199
PLOT-00501,GrainCorp - Wheatbelt Wheat Plot 064,Wheat,1062000.00,2030-12-31,AU,,
PLOT-00502,Neumann Kaffee - Dak Lak Coffee Plot 076,Coffee,1138000.00,2028-12-31,VN,12.813181,107.847492
PLOT-00503,Viterra - Bavaria Barley Plot 005,Barley,113000.00,2028-12-31,DE,48.311608,11.601761
PLOT-00504,Cargill Grains - Mato Grosso Maize Plot 040,Maize,812000.00,2027-12-31,BR,-13.105338,-55.528744
PLOT-00505,Bunge - Buenos Aires Maize Plot 024,Maize,1671000.00,2032-12-31,AR,-33.525706,-62.154495
PLOT-00506,Viterra - Kansas Wheat Plot 015,Wheat,543000.00,2029-12-31,US,38.455630,-97.833575
PLOT-00507,Cargill Grains - Saskatchewan Wheat Plot 057,Wheat,390000.00,2032-12-31,CA,,
PLOT-00508,Soufflet Malt - South Australia Barley Plot 017,Barley,723000.00,2030-12-31,AU,-33.965719,138.642229
PLOT-00509,Riceland - Arkansas Rice Plot 028,Rice,169000.00,2028-12-31,US,34.883138,-91.100382
PLOT-00510,Touton - Centre Cocoa Plot 023,Cocoa,451000.00,2032-12-31,CM,4.312095,11.465150
PLOT-00511,Olam Cocoa - Ondo Cocoa Plot 060,Cocoa,411000.00,2027-12-31,NG,6.786308,4.851519
PLOT-00512,Sucafina - Huila Coffee Plot 068,Coffee,599000.00,2031-12-31,CO,2.928262,-75.638896
PLOT-00513,Cargill - Kirovohrad Sunflower Plot 036,Sunflower,65000.00,2031-12-31,UA,48.570414,32.166806
PLOT-00514,Citrosuco - Nile Delta Citrus Plot 003,Citrus,750000.00,2029-12-31,EG,30.534516,31.200565
PLOT-00515,Olam Cocoa - Western Cocoa Plot 072,Cocoa,205000.00,2030-12-31,GH,5.282396,-1.802537
PLOT-00516,Tereos - Minnesota Sugar beet Plot 021,Sugar beet,857000.00,2027-12-31,US,47.915385,-96.335071
PLOT-00517,Ebro Foods - Suphan Buri Rice Plot 020,Rice,381000.00,2030-12-31,TH,15.601404,100.973657
PLOT-00518,Viterra - Wheatbelt Wheat Plot 022,Wheat,580000.00,2027-12-31,AU,-31.473323,116.985572
PLOT-00519,Sovena - Alentejo Olive oil Plot 004,Olive oil,990000.00,2027-12-31,PT,38.881190,-7.604720
PLOT-00520,Bunge - Mato Grosso Soybean Plot 064,Soybean,1420000.00,2031-12-31,BR,-12.623148,-56.068122
PLOT-00521,LDC - Mato Grosso Maize Plot 008,Maize,1720000.00,2028-12-31,BR,-13.289032,-55.238359
PLOT-00522,Touton - Western Cocoa Plot 037,Cocoa,663000.00,2032-12-31,GH,5.009438,-1.868430
PLOT-00523,Soufflet Malt - South Australia Barley Plot 016,Barley,433000.00,2027-12-31,AU,-34.404905,138.761298
PLOT-00524,Cargill Grains - Mato Grosso Maize Plot 015,Maize,2357000.00,2031-12-31,BR,-13.413065,-55.595509
PLOT-00525,Cargill Grains - Aquitaine Maize Plot 019,Maize,1301000.00,2028-12-31,FR,44.519474,-0.043698
PLOT-00526,Bogus Country Plot,Coffee,310000.00,2031-12-31,,10.500000,38.200000
PLOT-00527,Cargill Grains - Wheatbelt Wheat Plot 053,Wheat,984000.00,2029-12-31,AU,-31.336992,117.469174
PLOT-00528,Cutrale - Mpumalanga Citrus Plot 027,Citrus,369000.00,2029-12-31,ZA,-24.800131,31.361217
PLOT-00529,Bunge - Parana Soybean Plot 079,Soybean,1765000.00,2030-12-31,BR,-24.389083,-51.930593
PLOT-00530,COFCO - Iowa Maize Plot 032,Maize,1842000.00,2032-12-31,US,41.745893,-93.764529
PLOT-00531,Amaggi - Iowa Soybean Plot 067,Soybean,1483000.00,2029-12-31,US,,
PLOT-00532,Wilmar Sugar - Maharashtra Cane sugar Plot 034,Cane sugar,157000.00,2030-12-31,IN,18.955357,74.385842
PLOT-00533,Amaggi - Iowa Soybean Plot 029,Soybean,2673000.00,2029-12-31,US,41.576292,-93.751717
PLOT-00534,Sovena - Sfax Olive oil Plot 007,Olive oil,788000.00,2029-12-31,TN,35.216903,10.473959
PLOT-00535,Volcafe - Sao Paulo Coffee Plot 049,Coffee,417000.00,2031-12-31,BR,-22.418932,-47.244743
PLOT-00536,LDC Coffee - Sidama Coffee Plot 089,Coffee,513000.00,2030-12-31,ET,6.368962,38.728796
PLOT-00537,Boortmalt - Bavaria Barley Plot 021,Barley,519000.00,2028-12-31,DE,48.530592,11.655124
PLOT-00538,ADM - Buenos Aires Maize Plot 063,Maize,314000.00,2027-12-31,AR,-33.508483,-62.304590
PLOT-00539,Soufflet - Kansas Wheat Plot 004,Wheat,729000.00,2027-12-31,US,38.503245,-97.472128
PLOT-00540,Bunge - Cordoba Soybean Plot 053,Soybean,1209000.00,2032-12-31,AR,-31.424670,-63.646869
PLOT-00541,Raizen - Maharashtra Cane sugar Plot 035,Cane sugar,2061000.00,2031-12-31,IN,19.817179,73.982611
PLOT-00542,Volcafe - Antioquia Coffee Plot 086,Coffee,181000.00,2031-12-31,CO,6.221135,-75.788562
PLOT-00543,Volcafe - Antioquia Coffee Plot 078,Coffee,1160000.00,2028-12-31,CO,6.487452,-75.434767
PLOT-00544,Cargill Cocoa - Daloa Cocoa Plot 003,Cocoa,108000.00,2028-12-31,CI,6.588067,-6.028878
PLOT-00545,LDC - Buenos Aires Maize Plot 013,Maize,1243000.00,2032-12-31,AR,-33.411927,-61.970119
PLOT-00546,Barry Callebaut - Western Cocoa Plot 008,Cocoa,627000.00,2030-12-31,GH,5.661263,-2.700859
PLOT-00547,Nordzucker - Picardy Sugar beet Plot 019,Sugar beet,820000.00,2030-12-31,FR,,
PLOT-00548,Indian River - Florida Citrus Plot 026,Citrus,545000.00,2031-12-31,US,27.154669,-81.605983
PLOT-00549,Amaggi - Illinois Soybean Plot 005,Soybean,1540000.00,2032-12-31,US,39.474878,-88.969768
PLOT-00550,Cargill Grains - Mato Grosso Soybean Plot 023,Soybean,3238000.00,2030-12-31,BR,-13.351274,-55.550341
PLOT-00551,LDC - Aquitaine Maize Plot 056,Maize,882000.00,2030-12-31,FR,44.257450,-0.381300
PLOT-00552,Olam Cocoa - Ondo Cocoa Plot 009,Cocoa,137000.00,2029-12-31,NG,6.664984,5.105610
PLOT-00553,Olam Cocoa - San-Pedro Cocoa Plot 010,Cocoa,739000.00,2029-12-31,CI,4.920227,-6.942875
PLOT-00554,De Cecco - North Dakota Durum wheat Plot 014,Durum wheat,1185000.00,2032-12-31,US,48.007370,-100.346782
PLOT-00555,LDC Coffee - Dak Lak Coffee Plot 088,Coffee,1029000.00,2031-12-31,VN,12.442954,107.866640
PLOT-00556,COFCO - Santa Fe Soybean Plot 076,Soybean,355000.00,2027-12-31,AR,-31.227689,-61.011391
PLOT-00557,COFCO - Parana Soybean Plot 022,Soybean,1056000.00,2030-12-31,BR,-24.546564,-51.832487
PLOT-00558,Cargill Grains - Saskatchewan Wheat Plot 010,Wheat,2142000.00,2029-12-31,CA,50.887550,-106.353443
PLOT-00559,Riceland - Arkansas Rice Plot 017,Rice,1454000.00,2028-12-31,US,34.443818,-92.023789
PLOT-00560,CHO - Jaen Olive oil Plot 023,Olive oil,413000.00,2030-12-31,ES,37.996386,-3.930413
PLOT-00561,Olam Almonds - Central Valley Almonds Plot 006,Almonds,1815000.00,2030-12-31,US,36.032078,-119.768885
PLOT-00562,Cutrale - Sao Paulo Citrus Plot 019,Citrus,354000.00,2028-12-31,BR,-20.758962,-48.391624
PLOT-00563,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 017,Cane sugar,820000.00,2031-12-31,TH,14.497420,101.709604
PLOT-00564,Cargill - Kirovohrad Sunflower Plot 004,Sunflower,1203000.00,2032-12-31,UA,48.018742,32.272374
PLOT-00565,Olam Almonds - Central Valley Almonds Plot 005,Almonds,607000.00,2028-12-31,US,36.969266,-119.982093
PLOT-00566,Soufflet - Poltava Wheat Plot 043,Wheat,1446000.00,2030-12-31,UA,49.474881,32.312921
PLOT-00567,Panzani - North Dakota Durum wheat Plot 020,Durum wheat,137000.00,2027-12-31,US,47.951181,-99.505186
PLOT-00568,Pernod Ricard Vin - Barossa Wine grapes Plot 028,Wine grapes,959000.00,2029-12-31,AU,-34.466183,139.424958
PLOT-00569,ADM Durum - North Dakota Durum wheat Plot 013,Durum wheat,494000.00,2029-12-31,US,47.530554,-100.227718
PLOT-00570,Cargill Grains - Illinois Soybean Plot 001,Soybean,1294000.00,2029-12-31,US,40.078982,-89.170636
PLOT-00571,ADM Milling - Saskatchewan Wheat Plot 009,Wheat,483000.00,2029-12-31,CA,51.532904,-106.042969
PLOT-00572,Cargill Grains - Mato Grosso Soybean Plot 062,Soybean,1707000.00,2030-12-31,BR,-13.288967,-55.830612
PLOT-00573,Soufflet Malt - Bavaria Barley Plot 002,Barley,299000.00,2027-12-31,DE,48.282283,11.371172
PLOT-00574,Cemoi - Ashanti Cocoa Plot 007,Cocoa,770000.00,2030-12-31,GH,6.335089,-2.104342
PLOT-00575,ADM - Santa Fe Soybean Plot 024,Soybean,167000.00,2029-12-31,AR,-31.067452,-61.301815
PLOT-00576,ADM - Santa Fe Soybean Plot 056,Soybean,324000.00,2028-12-31,AR,-30.316771,-60.808655
PLOT-00577,AMC Group - Florida Citrus Plot 029,Citrus,617000.00,2029-12-31,US,27.148778,-81.233405
PLOT-00578,Soufflet - Saskatchewan Wheat Plot 041,Wheat,1778000.00,2030-12-31,CA,50.770639,-106.453662
PLOT-00579,COFCO - Buenos Aires Maize Plot 018,Maize,2102000.00,2028-12-31,AR,-32.856289,-61.492109
PLOT-00580,Cargill Grains - Aquitaine Maize Plot 034,Maize,2320000.00,2032-12-31,FR,,
PLOT-00581,Cosun - East of England Sugar beet Plot 004,Sugar beet,730000.00,2030-12-31,GB,52.729454,0.552777
PLOT-00582,Bunge - Braila Sunflower Plot 012,Sunflower,1059000.00,2029-12-31,RO,43.964915,26.948784
PLOT-00583,Terra Creta - Jaen Olive oil Plot 033,Olive oil,1218000.00,2030-12-31,ES,38.334334,-3.578571
PLOT-00584,LDC Coffee - Huila Coffee Plot 051,Coffee,637000.00,2029-12-31,CO,2.982302,-75.245641
PLOT-00585,Olam Cocoa - San-Pedro Cocoa Plot 017,Cocoa,754000.00,2029-12-31,CI,4.304265,-6.281537
PLOT-00586,AMC Group - Sao Paulo Citrus Plot 035,Citrus,264000.00,2028-12-31,BR,-20.681230,-48.618746
PLOT-00587,Deoleo - Sfax Olive oil Plot 041,Olive oil,584000.00,2031-12-31,TN,34.961224,9.903859
PLOT-00588,Riceland - Suphan Buri Rice Plot 005,Rice,1001000.00,2032-12-31,TH,15.652043,100.743792
PLOT-00589,LDC Coffee - Dak Lak Coffee Plot 043,Coffee,860000.00,2032-12-31,VN,13.158440,107.957426
PLOT-00590,Borges - Alentejo Olive oil Plot 018,Olive oil,1224000.00,2032-12-31,PT,38.266940,-7.649196
PLOT-00591,Concha y Toro - Barossa Wine grapes Plot 008,Wine grapes,1373000.00,2028-12-31,AU,-33.986114,138.931068
PLOT-00592,Semouleries - North Dakota Durum wheat Plot 006,Durum wheat,662000.00,2030-12-31,US,47.840787,-99.780021
PLOT-00593,RPAC - Granada Almonds Plot 016,Almonds,594000.00,2032-12-31,ES,37.006215,-2.973483
PLOT-00594,Olam Cocoa - San-Pedro Cocoa Plot 036,Cocoa,243000.00,2029-12-31,CI,4.425410,-6.819374
PLOT-00595,Barry Callebaut - Daloa Cocoa Plot 042,Cocoa,526000.00,2031-12-31,CI,7.188091,-5.914773
PLOT-00596,ADM Durum - Saskatchewan Durum wheat Plot 021,Durum wheat,976000.00,2030-12-31,CA,50.962610,-107.052205
PLOT-00597,RPAC - Sunraysia Almonds Plot 009,Almonds,880000.00,2030-12-31,AU,,
PLOT-00598,Bunge - Andalucia Sunflower Plot 011,Sunflower,783000.00,2031-12-31,ES,37.076075,-5.235605
PLOT-00599,Wilmar Sugar - Queensland Cane sugar Plot 055,Cane sugar,1794000.00,2030-12-31,AU,-19.778852,147.548155
PLOT-00600,Cemoi - Western Cocoa Plot 026,Cocoa,462000.00,2027-12-31,GH,4.988401,-2.294801
PLOT-00601,Viterra - Alberta Barley Plot 023,Barley,348000.00,2027-12-31,CA,52.726530,-113.048879
PLOT-00602,Neumann Kaffee - Minas Gerais Coffee Plot 018,Coffee,283000.00,2029-12-31,BR,-20.986206,-45.189231
PLOT-00603,LDC - La Pampa Sunflower Plot 050,Sunflower,730000.00,2030-12-31,AR,-36.153345,-63.591250
PLOT-00604,E&J Gallo Sourcing - Tuscany Wine grapes Plot 020,Wine grapes,674000.00,2030-12-31,IT,43.460603,10.793067
PLOT-00605,COFCO - Cordoba Soybean Plot 021,Soybean,2083000.00,2029-12-31,AR,-31.663776,-63.643137
PLOT-00606,Castel - Tuscany Wine grapes Plot 018,Wine grapes,373000.00,2031-12-31,IT,43.692443,11.551555
PLOT-00607,Cemoi - Ashanti Cocoa Plot 088,Cocoa,515000.00,2029-12-31,GH,6.902186,-1.367063
PLOT-00608,Volcafe - Minas Gerais Coffee Plot 082,Coffee,84000.00,2027-12-31,BR,-20.849379,-44.723915
PLOT-00609,Bogus Plot,Wheat,10000.00,2029-12-31,,48.000000,2.000000
PLOT-00610,Indian River - Nile Delta Citrus Plot 009,Citrus,797000.00,2030-12-31,EG,30.442802,30.770884
PLOT-00611,Cosun - Lower Saxony Sugar beet Plot 017,Sugar beet,449000.00,2027-12-31,DE,52.554200,10.479884
PLOT-00612,Cargill Grains - Buenos Aires Maize Plot 035,Maize,379000.00,2032-12-31,AR,-33.333472,-61.525293
PLOT-00613,ADM - Mato Grosso Maize Plot 031,Maize,175000.00,2031-12-31,BR,-13.414886,-54.955771
PLOT-00614,Tereos - Minnesota Sugar beet Plot 001,Sugar beet,426000.00,2027-12-31,US,47.726195,-96.614492
PLOT-00615,Olam Cocoa - Western Cocoa Plot 048,Cocoa,405000.00,2030-12-31,GH,5.689632,-2.341504
PLOT-00616,Olam Cocoa - San-Pedro Cocoa Plot 010,Cocoa,739000.00,2030-12-31,CI,4.920227,-6.942875
PLOT-00617,Olam Almonds - Granada Almonds Plot 017,Almonds,1346000.00,2032-12-31,ES,36.884638,-2.607446
PLOT-00618,Neumann Kaffee - Antioquia Coffee Plot 026,Coffee,1177000.00,2028-12-31,CO,5.788532,-75.679055
PLOT-00619,AMC Group - Nile Delta Citrus Plot 016,Citrus,757000.00,2031-12-31,EG,30.367707,31.354859
PLOT-00620,Riceland - Vercelli Rice Plot 036,Rice,672000.00,2031-12-31,IT,45.416591,8.258234
PLOT-00621,EID Parry - Queensland Cane sugar Plot 053,Cane sugar,2282000.00,2029-12-31,AU,-19.353238,146.690484
PLOT-00622,Soufflet - Kansas Wheat Plot 038,Wheat,491000.00,2031-12-31,US,38.368848,-97.780856
PLOT-00623,Soufflet Malt - Champagne Barley Plot 025,Barley,896000.00,2030-12-31,FR,49.210394,3.926771
PLOT-00624,EID Parry - Sao Paulo Cane sugar Plot 041,Cane sugar,210000.00,2029-12-31,BR,-21.449745,-48.376441
PLOT-00625,Cosun - Picardy Sugar beet Plot 023,Sugar beet,680000.00,2028-12-31,FR,49.220988,2.491311
PLOT-00626,Malteurop - Champagne Barley Plot 001,Barley,104000.00,2032-12-31,FR,48.715368,3.860869
PLOT-00627,Amaggi - Iowa Soybean Plot 041,Soybean,2467000.00,2030-12-31,US,42.064069,-93.908704
PLOT-00628,COFCO - Mato Grosso Soybean Plot 014,Soybean,1071000.00,2031-12-31,BR,-12.753452,-55.867126
PLOT-00629,Cemoi - Ondo Cocoa Plot 006,Cocoa,448000.00,2029-12-31,NG,7.489252,5.143730
PLOT-00630,Castel - Tuscany Wine grapes Plot 015,Wine grapes,1265000.00,2029-12-31,IT,43.265889,11.651187
PLOT-00631,Malteurop - East Anglia Barley Plot 004,Barley,624000.00,2028-12-31,GB,52.237404,0.985069
PLOT-00632,Touton - Western Cocoa Plot 051,Cocoa,511000.00,2029-12-31,GH,5.998540,-2.227215
PLOT-00633,ADM Milling - Saskatchewan Wheat Plot 039,Wheat,564000.00,2027-12-31,CA,,
PLOT-00634,RPAC - Sunraysia Almonds Plot 008,Almonds,1216000.00,2029-12-31,AU,-34.119954,141.850573
PLOT-00635,COFCO - Santa Fe Soybean Plot 043,Soybean,1868000.00,2028-12-31,AR,-30.784978,-61.434237
PLOT-00636,Soufflet Malt - Champagne Barley Plot 030,Barley,585000.00,2031-12-31,FR,48.764491,4.424745
PLOT-00637,Amaggi - Santa Fe Soybean Plot 008,Soybean,1538000.00,2031-12-31,AR,-30.966404,-61.382280
PLOT-00638,Bunge - Braila Sunflower Plot 003,Sunflower,409000.00,2027-12-31,RO,44.408912,26.934221
PLOT-00639,CHO - Sfax Olive oil Plot 012,Olive oil,282000.00,2032-12-31,TN,35.553916,9.483485
PLOT-00640,De Cecco - Konya Durum wheat Plot 017,Durum wheat,605000.00,2028-12-31,TR,37.706835,34.893484
PLOT-00641,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 024,Cane sugar,1443000.00,2027-12-31,TH,15.223465,101.566506
PLOT-00642,Bunge - Illinois Soybean Plot 069,Soybean,1819000.00,2027-12-31,US,40.469452,-89.118164
PLOT-00643,Neumann Kaffee - Sidama Coffee Plot 065,Coffee,125000.00,2032-12-31,ET,6.971291,38.630411
PLOT-00644,Citrosuco - Valencia Citrus Plot 010,Citrus,408000.00,2030-12-31,ES,39.719485,-0.197034
PLOT-00645,Olam Rice - Mekong Delta Rice Plot 024,Rice,79000.00,2029-12-31,VN,10.041831,105.849526
PLOT-00646,Olam Cocoa - Ashanti Cocoa Plot 083,Cocoa,313000.00,2032-12-31,GH,6.143116,-1.662578
PLOT-00647,COFCO - Illinois Soybean Plot 048,Soybean,692000.00,2028-12-31,US,39.888144,-89.262877
PLOT-00648,Cemoi - San-Pedro Cocoa Plot 031,Cocoa,751000.00,2032-12-31,CI,,
PLOT-00649,Soufflet - Beauce Wheat Plot 056,Wheat,1302000.00,2029-12-31,FR,48.697245,1.950694
PLOT-00650,ADM - Cordoba Soybean Plot 025,Soybean,932000.00,2030-12-31,AR,,
PLOT-00651,LDC Rice - Punjab Rice Plot 033,Rice,1297000.00,2032-12-31,IN,30.798571,75.833217
PLOT-00652,Cutrale - Valencia Citrus Plot 025,Citrus,673000.00,2030-12-31,ES,39.441704,-0.446955
PLOT-00653,ADM - Iowa Soybean Plot 037,Soybean,1635000.00,2032-12-31,US,41.550432,-93.365371
PLOT-00654,LDC Coffee - Huila Coffee Plot 061,Coffee,560000.00,2027-12-31,CO,2.590495,-75.349248
PLOT-00655,Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 026,Cane sugar,722000.00,2032-12-31,TH,15.547079,101.688448
PLOT-00656,AMC Group - Mpumalanga Citrus Plot 024,Citrus,164000.00,2030-12-31,ZA,-25.431576,31.545419
PLOT-00657,LDC Coffee - Minas Gerais Coffee Plot 091,Coffee,52000.00,2031-12-31,BR,-21.400168,-45.468974
PLOT-00658,Cargill Cocoa - San-Pedro Cocoa Plot 068,Cocoa,380000.00,2032-12-31,CI,4.229231,-6.457854
PLOT-00659,Sudzucker - Lower Saxony Sugar beet Plot 020,Sugar beet,241000.00,2031-12-31,DE,52.476426,9.908520
PLOT-00660,De Cecco - Foggia Durum wheat Plot 010,Durum wheat,950000.00,2030-12-31,IT,41.428731,15.398933
PLOT-00661,Copersucar - Nakhon Ratchasima Cane sugar Plot 009,Cane sugar,2513000.00,2027-12-31,TH,14.710288,102.364334
PLOT-00662,Raizen - Uttar Pradesh Cane sugar Plot 043,Cane sugar,1911000.00,2030-12-31,IN,27.486262,79.583130
PLOT-00663,Bunge - Santa Fe Soybean Plot 075,Soybean,2833000.00,2028-12-31,AR,,
PLOT-00664,GrainCorp - Wheatbelt Wheat Plot 060,Wheat,1203000.00,2027-12-31,AU,-31.397843,117.263887
PLOT-00665,Copersucar - Uttar Pradesh Cane sugar Plot 006,Cane sugar,169000.00,2027-12-31,IN,27.128317,79.665465
PLOT-00666,E&J Gallo Sourcing - Rioja Wine grapes Plot 019,Wine grapes,414000.00,2031-12-31,ES,42.102435,-1.955865
PLOT-00667,LDC - Braila Sunflower Plot 037,Sunflower,93000.00,2030-12-31,RO,44.846529,26.763118
PLOT-00668,CHO - Sfax Olive oil Plot 015,Olive oil,259000.00,2030-12-31,TN,,
PLOT-00669,Indian River - Sao Paulo Citrus Plot 020,Citrus,359000.00,2030-12-31,BR,-20.589423,-48.526465
PLOT-00670,Cargill Grains - Nebraska Maize Plot 051,Maize,2178000.00,2029-12-31,US,41.034178,-98.501552
PLOT-00671,Soufflet - Saskatchewan Wheat Plot 040,Wheat,293000.00,2027-12-31,CA,50.475720,-106.245094
PLOT-00672,Riceland - Vercelli Rice Plot 008,Rice,1243000.00,2031-12-31,IT,44.836184,8.697667
PLOT-00673,Treasury Estates - Rioja Wine grapes Plot 007,Wine grapes,1581000.00,2027-12-31,ES,42.339244,-2.269124
PLOT-00674,Bunge - Parana Soybean Plot 074,Soybean,3260000.00,2027-12-31,BR,-24.660787,-51.043403
PLOT-00675,Amaggi - Iowa Soybean Plot 065,Soybean,2295000.00,2030-12-31,US,41.958764,-94.039098
PLOT-00676,GrainCorp - Kansas Wheat Plot 031,Wheat,2088000.00,2030-12-31,US,38.940211,-98.547397
PLOT-00677,ADM - Cordoba Soybean Plot 032,Soybean,375000.00,2029-12-31,AR,-31.461454,-62.683129
PLOT-00678,GrainCorp - Poltava Wheat Plot 063,Wheat,886000.00,2027-12-31,UA,48.781352,31.912164
PLOT-00679,Cargill Grains - Saskatchewan Wheat Plot 042,Wheat,1382000.00,2030-12-31,CA,50.967399,-106.023524
PLOT-00680,Wilmar Sugar - Maharashtra Cane sugar Plot 012,Cane sugar,596000.00,2032-12-31,IN,19.312738,74.920771
PLOT-00681,Cemoi - Ondo Cocoa Plot 039,Cocoa,86000.00,2032-12-31,NG,7.520269,4.993970
PLOT-00682,LT Foods - Arkansas Rice Plot 010,Rice,1336000.00,2031-12-31,US,34.350650,-91.989655
PLOT-00683,Treasury Estates - Napa Wine grapes Plot 024,Wine grapes,222000.00,2031-12-31,US,38.766253,-122.837184
PLOT-00684,Olam Almonds - Central Valley Almonds Plot 018,Almonds,335000.00,2032-12-31,US,36.795676,-120.039753
PLOT-00685,Good NL Plot,Wheat,10000.00,2032-12-31,NL,52.100000,5.100000
PLOT-00686,LDC Coffee - Comayagua Coffee Plot 019,Coffee,1161000.00,2030-12-31,HN,14.267963,-87.508055
